Matricule	Id appartenance	Id fonction occupée	Nom	Prénom	Code du groupe politique	Nom court du groupe politique	Date de début d'appartenance	Date de fin d'appartenance	Nom court fonction	Date de début de la fonction	Date de fin de la fonction
19421M	2771	3165	Saury	Hugues	AUCUN	Sénateurs n'appartenant à aucun groupe	02/10/2017	02/10/2017	Membre	02/10/2017	02/10/2017
19421M	2964	3366	Saury	Hugues	UMP	Groupe Les Républicains	03/10/2017		Membre	03/10/2017	
58336J	1358	1618	Sauvage	Jean	UCDP	Union Centriste des Démocrates de Progrès		02/10/1983	Membre		02/10/1983
000673	1551	1811	Sauvageot	Edmond	RI	Groupe des RI		02/10/1977	Membre		02/10/1977
11097X	2182	2456	Savary	René-Paul	UMP	Groupe Les Républicains	01/10/2011		Membre	01/10/2011	
11043H	2270	2544	Savin	Michel	UMP	Groupe Les Républicains	01/10/2011		Membre	01/10/2011	
19687N	2790	3184	Savoldelli	Pascal	AUCUN	Sénateurs n'appartenant à aucun groupe	02/10/2017	02/10/2017	Membre	02/10/2017	02/10/2017
19687N	2866	3261	Savoldelli	Pascal	CRC	Groupe CRCE	03/10/2017		Membre	03/10/2017	
57738U	1359	1619	Scellier	Gabrielle	UCDP	Union Centriste des Démocrates de Progrès		02/10/1977	Membre		02/10/1977
000745	1623	1883	Schiaffino	Laurent	GD	Gauche Démocratique		04/07/1962	Membre		04/07/1962
59559C	1360	1620	Schiele	Pierre	UC	Groupe Union Centriste		01/10/1995	Membre		01/10/1995
04045F	1790	2054	Schillinger	Patricia	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2004	04/10/2004	Membre	01/10/2004	04/10/2004
04045F	1673	1936	Schillinger	Patricia	SOC	Groupe socialiste et républicain	05/10/2004	27/06/2017	Membre	05/10/2004	27/06/2017
04045F	2713	3095	Schillinger	Patricia	LREM	Groupe La République En Marche	28/06/2017		Membre	28/06/2017	
000278	1361	1621	Schleiter	François	UREI	Union des Républicains et des Indépendants		02/10/1983	Membre		02/10/1983
58662V	1362	1622	Schmaus	Guy	C	Communistes		01/10/1986	Membre		01/10/1986
58352J	1363	1623	Schmitt	Robert	UREI	Union des Républicains et des Indépendants		02/10/1983	Membre		02/10/1983
04018C	1643	1908	Schmitz	Alain	NI	Réunion administrative des non-inscrits	01/05/2004	03/05/2004	Membre	01/05/2004	03/05/2004
04018C	1645	1910	Schmitz	Alain	UMP	Groupe Les Républicains	04/05/2004	30/09/2004	Membre	04/05/2004	30/09/2004
04018C	2809	3203	Schmitz	Alain	AUCUN	Sénateurs n'appartenant à aucun groupe	02/10/2017	02/10/2017	Membre	02/10/2017	02/10/2017
04018C	3043	3455	Schmitz	Alain	UMP	Groupe Les Républicains	03/10/2017		Membre	03/10/2017	
93005R	677	673	Schosteck	Jean-Pierre	UMP	Groupe Les Républicains	11/12/2002	30/09/2004	Membre	11/12/2002	30/09/2004
93005R	92	92	Schosteck	Jean-Pierre	RPR	Groupe du RPR		10/12/2002	Membre		10/12/2002
74044S	1364	1624	Schumann	Maurice	RPR	Groupe du RPR		09/02/1998	Membre		09/02/1998
08054Y	2025	2296	Schurch	Mireille	CRC	Groupe CRCE	01/10/2008	30/09/2014	Membre	01/10/2008	30/09/2014
000147	1365	1625	Schwartz	René	RI	Groupe des RI		09/05/1960	Membre		09/05/1960
59307H	1366	1626	Schwint	Robert	SOC	Groupe socialiste et républicain		24/06/1988	Membre		24/06/1988
19762G	3007	3416	Segouin	Vincent	NI	Réunion administrative des non-inscrits	02/07/2018	02/07/2018	Membre	02/07/2018	02/07/2018
19762G	3008	3417	Segouin	Vincent	UMP	Groupe Les Républicains	03/07/2018		Membre	03/07/2018	
89041R	413	429	Seillier	Bernard	RDSE	Groupe du RDSE	08/10/1998	08/10/1998	Membre	08/10/1998	08/10/1998
89041R	414	431	Seillier	Bernard	NI	Réunion administrative des non-inscrits	09/10/1998	04/10/2004	Membre	09/10/1998	04/10/2004
89041R	1750	2013	Seillier	Bernard	RDSE	Groupe du RDSE	05/10/2004	30/09/2008	Membre	05/10/2004	30/09/2008
89041R	23	23	Seillier	Bernard	RI	Groupe des RI		07/10/1998	Membre		07/10/1998
59581A	1367	1627	Seligmann	Françoise	SOC	Groupe socialiste et républicain		24/09/1995	Membre		24/09/1995
58933A	1613	1873	Sempe	Abel	RDE	Rassemblement Démocratique et Européen		01/10/1989	Membre		01/10/1989
000440	1368	1628	Seramy	Paul	UC	Groupe Union Centriste		23/02/1992	Membre		23/02/1992
92043T	195	195	Sergent	Michel	SOC	Groupe socialiste et républicain		30/09/2011	Membre		30/09/2011
77066M	222	222	Sérusclat	Franck	SOC	Groupe socialiste et républicain		01/11/1999	Membre		01/11/1999
000168	1369	1629	Servat	André	NI	Réunion administrative des non-inscrits		01/10/1971	Membre		01/10/1971
000101	1370	1630	Sibor	Henri	UCDP	Union Centriste des Démocrates de Progrès		01/10/1974	Membre		01/10/1974
000369	1371	1631	Sicard	Pierre	UC	Groupe Union Centriste		01/10/1989	Membre		01/10/1989
01058X	566	565	Sido	Bruno	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2001	01/10/2001	Membre	01/10/2001	01/10/2001
01058X	623	619	Sido	Bruno	RPR	Groupe du RPR	02/10/2001	10/12/2002	Membre	02/10/2001	10/12/2002
01058X	753	749	Sido	Bruno	UMP	Groupe Les Républicains	11/12/2002		Membre	11/12/2002	
04101V	1804	2082	Siffre	Jacques	NI	Réunion administrative des non-inscrits	24/12/2004	17/01/2005	Membre	24/12/2004	17/01/2005
04101V	1805	2083	Siffre	Jacques	SOC	Groupe socialiste et républicain	18/01/2005	30/09/2008	Membre	18/01/2005	30/09/2008
86053H	166	166	Signé	René-Pierre	SOC	Groupe socialiste et républicain		30/09/2011	Membre		30/09/2011
000373	1372	1632	Simonin	Jean	RPR	Groupe du RPR		06/11/1993	Membre		06/11/1993
000716	1552	1812	Sinsout	Charles	GD	Gauche Démocratique		01/10/1971	Membre		01/10/1971
000364	1373	1633	Sirgue	Albert	UREI	Union des Républicains et des Indépendants		18/11/1980	Membre		18/11/1980
04069P	1703	1965	Sittler	Esther	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2004	04/10/2004	Membre	01/10/2004	04/10/2004
04069P	1772	2036	Sittler	Esther	UMP	Groupe Les Républicains	05/10/2004	26/11/2004	Membre	05/10/2004	26/11/2004
04069P	1810	2088	Sittler	Esther	NI	Réunion administrative des non-inscrits	21/02/2005	22/02/2005	Membre	21/02/2005	22/02/2005
04069P	1814	2092	Sittler	Esther	UMP	Groupe Les Républicains	22/02/2005	15/11/2005	Membre	22/02/2005	15/11/2005
04069P	1831	2109	Sittler	Esther	UMP	Groupe Les Républicains	16/11/2005	30/09/2014	Membre	16/11/2005	30/09/2014
04069P	3049	3460	Sittler	Esther	NI	Réunion administrative des non-inscrits	24/06/2019	25/06/2019	Membre	24/06/2019	25/06/2019
04069P	3050	3461	Sittler	Esther	UMP	Groupe Les Républicains	26/06/2019		Membre	26/06/2019	
11071M	2218	2492	Soilihi	Abdourahamane	UMP	Groupe Les Républicains	01/10/2011	01/10/2017	Membre	01/10/2011	01/10/2017
000279	1374	1634	Soldani	Edouard	SOC	Groupe socialiste et républicain		01/10/1986	Membre		01/10/1986
19703U	2821	3215	Sol	Jean	AUCUN	Sénateurs n'appartenant à aucun groupe	02/10/2017	02/10/2017	Membre	02/10/2017	02/10/2017
19703U	2965	3368	Sol	Jean	UMP	Groupe Les Républicains	03/10/2017		Membre	03/10/2017	
19713W	2839	3233	Sollogoub	Nadia	AUCUN	Sénateurs n'appartenant à aucun groupe	02/10/2017	02/10/2017	Membre	02/10/2017	02/10/2017
19713W	2982	3388	Sollogoub	Nadia	UC	Groupe Union Centriste	03/10/2017		Membre	03/10/2017	
000452	1375	1635	Sordel	Michel	UREI	Union des Républicains et des Indépendants		01/10/1989	Membre		01/10/1989
81001X	136	136	Soucaret	Raymond	RDSE	Groupe du RDSE		30/09/2001	Membre		30/09/2001
000123	1376	1636	Soudant	Robert	RPCD	Républicains Populaires et du Centre Démocratique		01/10/1974	Membre		01/10/1974
000298	1377	1637	Soufflet	Jacques	UDR	Union des Démocrates pour la République		28/06/1974	Membre		28/06/1974
59247N	1378	1638	Souffrin	Paul	C	Communistes		01/10/1992	Membre		01/10/1992
01050P	558	557	Soulage	Daniel	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2001	01/10/2001	Membre	01/10/2001	01/10/2001
01050P	624	620	Soulage	Daniel	RDSE	Groupe du RDSE	02/10/2001	10/12/2002	Membre	02/10/2001	10/12/2002
01050P	830	826	Soulage	Daniel	UC	Groupe Union Centriste	11/12/2002	30/09/2011	Membre	11/12/2002	05/10/2004
01050P	830	2076	Soulage	Daniel	UC	Groupe Union Centriste	11/12/2002	30/09/2011	Vice-Président	06/10/2004	30/09/2011
83054V	180	180	Souplet	Michel	UC	Groupe Union Centriste		30/09/2001	Membre		30/09/2001
000334	1379	1639	Souquet	Marcel	SOC	Groupe socialiste et républicain		01/10/1980	Membre		01/10/1980
89005M	1457	1717	Sourdille	Jacques	RPR	Groupe du RPR		08/07/1996	Membre		08/07/1996
80041C	674	670	Souvet	Louis	UMP	Groupe Les Républicains	11/12/2002	30/09/2008	Membre	11/12/2002	30/09/2008
80041C	61	61	Souvet	Louis	RPR	Groupe du RPR		10/12/2002	Membre		10/12/2002
000330	1380	1640	Spenale	Georges	SOC	Groupe socialiste et républicain		20/08/1983	Membre		20/08/1983
000287	1381	1641	Splingard	Raymond	SOC	Groupe socialiste et républicain		02/10/1983	Membre		02/10/1983
000499	1382	1642	Stoessel	Charles	RPCD	Républicains Populaires et du Centre Démocratique		14/10/1966	Membre		14/10/1966
01028R	535	534	Sueur	Jean-Pierre	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2001	01/10/2001	Membre	01/10/2001	01/10/2001
01028R	625	621	Sueur	Jean-Pierre	SOC	Groupe socialiste et républicain	02/10/2001		Membre	02/10/2001	
000120	1383	1643	Suran	Charles	SOC	Groupe socialiste et républicain		01/08/1971	Membre		01/08/1971
98035U	353	356	Sutour	Simon	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/1998	04/10/1998	Membre	01/10/1998	04/10/1998
98035U	401	409	Sutour	Simon	SOC	Groupe socialiste et républicain	05/10/1998		Membre	05/10/1998	
000692	1553	1813	Symphor	Paul	SOC	Groupe socialiste et républicain		27/03/1968	Membre		27/03/1968
000095	1384	1644	Tailhades	Edgar	SOC	Groupe socialiste et républicain		23/06/1986	Membre		23/06/1986
19689Q	2792	3186	Taillé-Polian	Sophie	AUCUN	Sénateurs n'appartenant à aucun groupe	02/10/2017	02/10/2017	Membre	02/10/2017	02/10/2017
19689Q	2919	3317	Taillé-Polian	Sophie	SOC	Groupe socialiste et républicain	03/10/2017		Membre	03/10/2017	
59560U	1385	1645	Taittinger	Pierre-Christian	RI	Groupe des RI		01/10/1995	Membre		01/10/1995
000592	1386	1646	Tajan	Pierre	GDSRG	Formation des Sénateurs Radicaux de Gauche		20/03/1984	Membre		20/03/1984
000302	1387	1647	Talamoni	Louis	C	Communistes		30/04/1975	Membre		30/04/1975
58508L	1614	1874	Talon	Bernard	RPR	Groupe du RPR		01/10/1980	Membre		01/10/1980
11094U	2171	2445	Tandonnet	Henri	UC	Groupe Union Centriste	01/10/2011	01/10/2017	Membre	01/10/2011	01/10/2017
58950B	1615	1875	Tarcy	Raymond	SOC	Groupe socialiste et républicain		01/10/1989	Membre		01/10/1989
80043E	8	8	Tardy	Fernand	SOC	Groupe socialiste et républicain		30/09/1998	Membre		30/09/1998
04056J	1791	2055	Tasca	Catherine	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2004	04/10/2004	Membre	01/10/2004	04/10/2004
04056J	1688	1950	Tasca	Catherine	SOC	Groupe socialiste et républicain	05/10/2004	01/10/2017	Vice-Président	05/10/2004	30/09/2011
04056J	1688	2613	Tasca	Catherine	SOC	Groupe socialiste et républicain	05/10/2004	01/10/2017	Membre	01/10/2011	01/10/2017
89009R	72	72	Taugourdeau	Martial	RPR	Groupe du RPR		14/10/2001	Membre		14/10/2001
000717	1554	1814	Tellier	Gabriel	CRARS	Centre Républicain d'Action Rurale et Sociale		01/10/1965	Membre		01/10/1965
19669L	2764	3158	Temal	Rachid	AUCUN	Sénateurs n'appartenant à aucun groupe	02/10/2017	02/10/2017	Membre	02/10/2017	02/10/2017
19669L	2920	3318	Temal	Rachid	SOC	Groupe socialiste et républicain	03/10/2017		Membre	03/10/2017	
97005J	1873	2151	Terrade	Odette	CRC	Groupe CRCE	19/09/2007	30/09/2011	Membre	19/09/2007	30/09/2011
97005J	268	268	Terrade	Odette	CRC	Groupe CRCE		30/09/2004	Membre		30/09/2004
000006	1388	1648	Terre	Henri	UREI	Union des Républicains et des Indépendants		13/10/1978	Membre		13/10/1978
98037W	356	359	Teston	Michel	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/1998	04/10/1998	Membre	01/10/1998	04/10/1998
98037W	402	410	Teston	Michel	SOC	Groupe socialiste et républicain	05/10/1998	30/09/2014	Membre	05/10/1998	30/09/2014
14275Y	2640	2993	Tetuanui	Lana	NI	Réunion administrative des non-inscrits	04/05/2015	11/05/2015	Membre	04/05/2015	11/05/2015
14275Y	2642	2995	Tetuanui	Lana	UC	Groupe Union Centriste	12/05/2015		Membre	12/05/2015	
08046Y	2061	2332	Teulade	René	SOC	Groupe socialiste et républicain	01/10/2008	13/02/2014	Membre	01/10/2008	13/02/2014
03002P	1627	1890	Texier	Yannick	NI	Réunion administrative des non-inscrits	29/08/2003	03/09/2003	Membre	29/08/2003	03/09/2003
03002P	1628	1891	Texier	Yannick	UMP	Groupe Les Républicains	04/09/2003	30/09/2008	Membre	04/09/2003	30/09/2008
19301E	2842	3236	Théophile	Dominique	AUCUN	Sénateurs n'appartenant à aucun groupe	02/10/2017	02/10/2017	Membre	02/10/2017	02/10/2017
19301E	2890	3286	Théophile	Dominique	LREM	Groupe La République En Marche	03/10/2017		Membre	03/10/2017	
000118	1389	1649	Thiebault	Roger	SOC	Groupe socialiste et républicain		01/10/1968	Membre		01/10/1968
000674	1555	1815	Thioleron	Louis	CRARS	Centre Républicain d'Action Rurale et Sociale		01/10/1971	Membre		01/10/1971
01039U	546	545	Thiollière	Michel	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2001	01/10/2001	Membre	01/10/2001	01/10/2001
01039U	626	622	Thiollière	Michel	UC	Groupe Union Centriste	02/10/2001	10/12/2002	Membre	02/10/2001	10/12/2002
01039U	803	799	Thiollière	Michel	UMP	Groupe Les Républicains	11/12/2002	04/10/2004	Membre	11/12/2002	04/10/2004
01039U	1751	2014	Thiollière	Michel	RDSE	Groupe du RDSE	05/10/2004	30/09/2008	Membre	05/10/2004	30/03/2008
01039U	2076	2346	Thiollière	Michel	UMP	Groupe Les Républicains	01/10/2008	16/04/2010	Membre	01/10/2008	16/04/2010
19675J	2767	3161	Thomas	Claudine	AUCUN	Sénateurs n'appartenant à aucun groupe	02/10/2017	02/10/2017	Membre	02/10/2017	02/10/2017
19675J	2966	3369	Thomas	Claudine	UMP	Groupe Les Républicains	03/10/2017		Membre	03/10/2017	
56829S	1390	1650	Thorez Vermeersch	Jeannette	C	Communistes		01/10/1968	Membre		01/10/1968
59248P	1458	1718	Thyraud	Jacques	UREI	Union des Républicains et des Indépendants		01/10/1992	Membre		01/10/1992
000312	1391	1651	Tinant	René	UCDP	Union Centriste des Démocrates de Progrès		06/03/1984	Membre		06/03/1984
000251	1616	1876	Tinaud	Jean-Louis	RI	Groupe des RI		22/07/1969	Membre		22/07/1969
000268	1392	1652	de Tinguy du Pouet	Lionel	UCDP	Union Centriste des Démocrates de Progrès		09/09/1981	Membre		09/09/1981
19413M	2816	3210	Tissot	Jean-Claude	AUCUN	Sénateurs n'appartenant à aucun groupe	02/10/2017	02/10/2017	Membre	02/10/2017	02/10/2017
19413M	2921	3319	Tissot	Jean-Claude	SOC	Groupe socialiste et républicain	03/10/2017		Membre	03/10/2017	
83001G	1393	1653	Tizon	Jean-Pierre	RI	Groupe des RI		15/05/1996	Membre		15/05/1996
14051J	2496	2814	Tocqueville	Nelly	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2014	06/10/2014	Membre	01/10/2014	06/10/2014
14051J	2599	2947	Tocqueville	Nelly	SOC	Groupe socialiste et républicain	07/10/2014		Membre	07/10/2014	
01062T	571	570	Todeschini	Jean-Marc	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2001	01/10/2001	Membre	01/10/2001	01/10/2001
01062T	627	623	Todeschini	Jean-Marc	SOC	Groupe socialiste et républicain	02/10/2001	21/12/2014	Membre	02/10/2001	21/12/2014
01062T	3020	3059	Todeschini	Jean-Marc	AUCUN	Sénateurs n'appartenant à aucun groupe	18/06/2017	18/06/2017	Membre	18/06/2017	18/06/2017
01062T	3021	3060	Todeschini	Jean-Marc	SOC	Groupe socialiste et républicain	19/06/2017		Membre	19/06/2017	
000417	1394	1654	Tomasini	René	RPR	Groupe du RPR		05/05/1983	Membre		05/05/1983
000301	1395	1655	Toribio	René	SOC	Groupe socialiste et républicain		01/10/1968	Membre		01/10/1968
80045G	763	759	Torre	Henri	UMP	Groupe Les Républicains	11/12/2002	30/09/2008	Membre	11/12/2002	30/09/2008
80045G	14	14	Torre	Henri	RI	Groupe des RI		10/12/2002	Membre		10/12/2002
14227Q	2482	2800	Tourenne	Jean-Louis	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2014	06/10/2014	Membre	01/10/2014	06/10/2014
14227Q	2600	2948	Tourenne	Jean-Louis	SOC	Groupe socialiste et républicain	07/10/2014		Membre	07/10/2014	
58036Y	1396	1656	Tournan	Henri	SOC	Groupe socialiste et républicain		01/10/1980	Membre		01/10/1980
000595	1459	1719	Toutain	Jacques	GD	Gauche Démocratique		01/09/1985	Membre		01/09/1985
000405	1397	1657	Touzet	René	GD	Gauche Démocratique		17/11/1982	Membre		17/11/1982
000667	1556	1816	Traband	André	UC	Groupe Union Centriste		06/04/1992	Membre		06/04/1992
59249Q	1398	1658	Travert	René	UREI	Union des Républicains et des Indépendants		01/10/1992	Membre		01/10/1992
86047K	699	695	Trégouët	René	UMP	Groupe Les Républicains	11/12/2002	30/09/2004	Membre	11/12/2002	30/09/2004
86047K	219	219	Trégouët	René	RPR	Groupe du RPR		10/12/2002	Membre		10/12/2002
59561V	1584	1844	Treille	Georges	UC	Groupe Union Centriste		01/10/1995	Membre		01/10/1995
98012M	327	327	Trémel	Pierre-Yvon	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/1998	04/10/1998	Membre	01/10/1998	04/10/1998
98012M	403	411	Trémel	Pierre-Yvon	SOC	Groupe socialiste et républicain	05/10/1998	29/06/2006	Membre	05/10/1998	29/06/2006
58808V	1399	1659	Tricon	Emile	RPR	Groupe du RPR		10/05/1988	Membre		10/05/1988
01056V	564	563	Trillard	André	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2001	01/10/2001	Membre	01/10/2001	01/10/2001
01056V	628	624	Trillard	André	RPR	Groupe du RPR	02/10/2001	10/12/2002	Membre	02/10/2001	10/12/2002
01056V	754	750	Trillard	André	UMP	Groupe Les Républicains	11/12/2002	01/10/2017	Membre	11/12/2002	01/10/2017
04044E	1672	1935	Troendlé	Catherine	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2004	04/10/2004	Membre	01/10/2004	04/10/2004
04044E	1769	2033	Troendlé	Catherine	UMP	Groupe Les Républicains	05/10/2004		Membre	05/10/2004	01/11/2011
04044E	1769	2636	Troendlé	Catherine	UMP	Groupe Les Républicains	05/10/2004		Vice-Président délégué	02/11/2011	06/10/2014
04044E	1769	2850	Troendlé	Catherine	UMP	Groupe Les Républicains	05/10/2004		Membre	07/10/2014	
000094	1617	1877	Tron	Ludovic	SOC	Groupe socialiste et républicain		24/10/1968	Membre		24/10/1968
06004E	1835	2113	Tropeano	Robert	NI	Réunion administrative des non-inscrits	09/07/2006	19/07/2006	Membre	09/07/2006	19/07/2006
06004E	1836	2114	Tropeano	Robert	SOC	Groupe socialiste et républicain	20/07/2006	30/09/2008	Membre	20/07/2006	30/09/2008
06004E	2077	2347	Tropeano	Robert	RDSE	Groupe du RDSE	01/10/2008	30/09/2014	Membre	01/10/2008	30/09/2014
86049M	275	275	Trucy	François	RI	Groupe des RI	28/09/1986	10/12/2002	Membre	28/09/1986	10/12/2002
86049M	783	779	Trucy	François	UMP	Groupe Les Républicains	11/12/2002	30/09/2014	Membre	11/12/2002	30/09/2014
08071A	2045	2316	Tuheiava	Richard	SOC	Groupe socialiste et républicain	01/10/2008	30/09/2014	Membre	01/10/2008	30/09/2014
98004M	304	304	Tui	Basile	UC	Groupe Union Centriste		30/09/1998	Membre		30/09/1998
92044U	174	174	Türk	Alex	NI	Réunion administrative des non-inscrits		01/10/2017	Membre		01/10/2017
59250H	1400	1660	Ukeiwe	Dick	RPR	Groupe du RPR		01/10/1992	Membre		01/10/1992
93003P	691	687	Ulrich	Maurice	UMP	Groupe Les Républicains	11/12/2002	30/09/2004	Membre	11/12/2002	30/09/2004
93003P	188	188	Ulrich	Maurice	RPR	Groupe du RPR		10/12/2002	Membre		10/12/2002
000190	1462	1722	Vadepied	Raoul	UCDP	Union Centriste des Démocrates de Progrès		02/10/1983	Membre		02/10/1983
12038D	2380	2701	Vairetto	André	SOC	Groupe socialiste et républicain	22/07/2012	05/05/2014	Membre	22/07/2012	05/05/2014
80046H	676	672	Valade	Jacques	UMP	Groupe Les Républicains	11/12/2002	30/09/2008	Membre	11/12/2002	30/09/2008
80046H	90	90	Valade	Jacques	RPR	Groupe du RPR		10/12/2002	Membre		10/12/2002
000311	1401	1661	Valcin	Edmond	RPR	Groupe du RPR		01/10/1986	Membre		01/10/1986
000684	1557	1817	Valeau	Amédée	RPR	Groupe du RPR		02/10/1977	Membre		02/10/1977
08049C	2023	2294	Vall	Raymond	RDSE	Groupe du RDSE	01/10/2008	30/09/2014	Membre	01/10/2008	30/09/2014
08049C	2651	3012	Vall	Raymond	NI	Réunion administrative des non-inscrits	07/09/2015	09/09/2015	Membre	07/09/2015	09/09/2015
08049C	2654	3015	Vall	Raymond	RDSE	Groupe du RDSE	10/09/2015		Membre	10/09/2015	
89042S	1846	2126	Vallet	André	RDSE	Groupe du RDSE	02/10/1992	04/10/2004	Membre	02/10/1992	04/10/2004
89042S	28	28	Vallet	André	RDSE	Groupe du RDSE	05/10/2004	05/10/2004	Membre	05/10/2004	05/10/2004
89042S	1778	2042	Vallet	André	UC	Groupe Union Centriste	06/10/2004	30/09/2008	Membre	06/10/2004	30/09/2008
55510R	1402	1662	Vallin	Camille	C	Communistes		01/10/1986	Membre		01/10/1986
11041F	2271	2545	Vallini	André	SOC	Groupe socialiste et républicain	01/10/2011		Membre	01/10/2011	11/05/2014
11041F	2271	3058	Vallini	André	SOC	Groupe socialiste et républicain	01/10/2011		Membre	19/06/2017	
59582B	1403	1663	Vallon	Pierre	UC	Groupe Union Centriste		01/10/1995	Membre		01/10/1995
11037K	2159	2433	Vandierendonck	René	SOC	Groupe socialiste et républicain	01/10/2011	01/10/2017	Membre	01/10/2011	01/10/2017
19527W	2778	3172	Van Heghe	Sabine	AUCUN	Sénateurs n'appartenant à aucun groupe	02/10/2017	02/10/2017	Membre	02/10/2017	02/10/2017
19527W	2922	3320	Van Heghe	Sabine	SOC	Groupe socialiste et républicain	03/10/2017		Membre	03/10/2017	
