Matricule	Qualite	Nom usuel	Prenom usuel	Etat Senateur	Identifiant mandat	Date d'election	Date de debut de mandat	Annee de debut de mandat	Date de fin de mandat	Annee de fin de mandat	Article de la commune	Commune	Identifiant fonction	Date de debut de fonction	Annee de debut de fonction	Date de fin de fonction	Annee de fin de fonction	Fonction
14225N	M.	Raynal	Claude	ACTIF	14174		17/03/2014				de	Tournefeuille	13546	17/03/2014		28/06/2015		Maire
14225N	M.	Raynal	Claude	ACTIF	14174		17/03/2014				de	Tournefeuille	13830	29/06/2015		30/09/2017		Adjoint au maire
14225N	M.	Raynal	Claude	ACTIF	14174		17/03/2014				de	Tournefeuille	51090	01/10/2017				Conseiller municipal
08070Y	M.	Rebsamen	François	ANCIEN	11783			2001			de	Dijon	11636		2001	06/04/2014		Maire
08070Y	M.	Rebsamen	François	ANCIEN	11783			2001			de	Dijon	13169	07/04/2014				Conseiller municipal
80036F	M.	Régnault	René	ANCIEN	618						de 	Saint-Samson-sur-Rance	618					Maire
10015M	M.	Reichardt	André	ACTIF	12055			1995	09/01/2011	2011	de	Souffelweyersheim	11804		1995	09/01/2011	2011	Maire
01014K	M.	Reiner	Daniel	ANCIEN	6572			1983		2001	de	Blainville-sur-l'Eau	3034		1983		2001	Maire
01014K	M.	Reiner	Daniel	ANCIEN	12522			1977		1983	de	Blainville-sur-l'Eau	12748		1977		1983	Adjoint au maire
85002R	M.	Renar	Ivan	ANCIEN	699				11/03/2001	2001	de 	Lille	699			11/03/2001	2001	Conseiller municipal
85002R	M.	Renar	Ivan	ANCIEN	11927			1977		1983	de	Villeneuve-d'Asq	11736		1977		1983	Adjoint au maire
04090L	M.	Repentin	Thierry	ANCIEN	11008			1995	23/12/2004	2004	de	Chambéry	11006		1995	23/12/2004	2004	Adjoint au maire
04090L	M.	Repentin	Thierry	ANCIEN	11335		21/03/2008				de	Sonnaz	11287	21/03/2008				Conseiller municipal
95062K	M.	Revet	Charles	ANCIEN	746				11/03/2001	2001	de 	Turretot	746			11/03/2001	2001	Maire
95062K	M.	Revet	Charles	ANCIEN	6169		11/03/2001	2001			de	Turretot	2469	11/03/2001	2001			Conseiller municipal
89037V	M.	Revol	Henri	ANCIEN	617				11/03/2001	2001	de 	Messigny-et-Vantoux	617			11/03/2001	2001	Maire
89037V	M.	Revol	Henri	ANCIEN	6133		11/03/2001	2001	16/03/2008	2008	de	Messigny-et-Vantoux	2435	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
89037V	M.	Revol	Henri	ANCIEN	6133		11/03/2001	2001	16/03/2008	2008	de	Messigny-et-Vantoux	2694	17/03/2001	2001	16/03/2008	2008	Maire
95063L	M.	Richard	Alain	ACTIF	10184			1977			de	Saint-Ouen L'Aumône	3354		1977		1997	Maire
95063L	M.	Richard	Alain	ACTIF	10184			1977			de	Saint-Ouen L'Aumône	12304		2002	19/10/2017		Maire
95063L	M.	Richard	Alain	ACTIF	10184			1977			de	Saint-Ouen L'Aumône	51007	20/10/2017				Conseiller municipal
92005M	M.	Richert	Philippe	ANCIEN	725			1995		1998	de 	Strasbourg	725		1995		1998	Conseiller municipal
04065K	M.	Ries	Roland	ANCIEN	10895			1983			de	Strasbourg	10927		1983		1997	Conseiller municipal
04065K	M.	Ries	Roland	ANCIEN	10895			1983			de	Strasbourg	11041		1997	23/06/2000	2000	Maire
04065K	M.	Ries	Roland	ANCIEN	10895			1983			de	Strasbourg	11042	24/06/2000	2000	21/03/2008	2008	Conseiller municipal
04065K	M.	Ries	Roland	ANCIEN	10895			1983			de	Strasbourg	11260		2008			Maire
89038W	M.	Rigaudière	Roger	ANCIEN	606				17/02/1999	1999	de 	Saint-Chamant	606			17/02/1999	1999	Maire
58938F	M.	Rigou	Michel	ANCIEN	10185				29/09/2016	2016		Mirambeau	3355			29/09/2016	2016	Maire
77060F	M.	Rinchet	Roger	ANCIEN	741				11/03/2001	2001	de 	Montmélian	741			11/03/2001	2001	Maire
77060F	M.	Rinchet	Roger	ANCIEN	6180		11/03/2001	2001			de	Montmélian	2478	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
77060F	M.	Rinchet	Roger	ANCIEN	6180		11/03/2001	2001			de	Montmélian	2675	17/03/2001	2001			Maire
98033S	M.	Rispat	Yves	ANCIEN	5135			1965	11/03/2001	2001	de 	Lupiac	2062			11/03/2001	2001	Maire
98033S	M.	Rispat	Yves	ANCIEN	6135		11/03/2001	2001	15/01/2015	2015	de	Lupiac	2437	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
98033S	M.	Rispat	Yves	ANCIEN	6135		11/03/2001	2001	15/01/2015	2015	de	Lupiac	2620	17/03/2001	2001	15/01/2015	2015	Maire
14361V	Mme	Rivollier	Évelyne	ANCIEN	15458	16/03/2008	01/03/1989		16/03/2014		de	Mars	14065	16/03/2008		16/03/2014	2014	Maire
14361V	Mme	Rivollier	Évelyne	ANCIEN	15458	16/03/2008	01/03/1989		16/03/2014		de	Mars	14126	01/03/1989		15/03/2008		Conseiller municipal
77003V	M.	Robert	Guy	ANCIEN	10186				24/10/2011	2011		Brux	3356			24/10/2011	2011	Maire
88003F	M.	Robert	Jean-Jacques	ANCIEN	631				18/03/2000	2000	de 	Mennecy	631			18/03/2000	2000	Conseiller municipal
58919C	M.	Robert	Paul	ANCIEN	10187				13/09/2013	2013		Cros-de-Montvert	3357			13/09/2013	2013	Conseiller municipal
14229S	Mme	Robert	Sylvie	ACTIF	14364			2008			de	Rennes	13662	30/03/2014	2014	11/09/2017		Deuxième adjoint au maire
14229S	Mme	Robert	Sylvie	ACTIF	14364			2008			de	Rennes	13665		2008		2013	Conseiller municipal
14229S	Mme	Robert	Sylvie	ACTIF	14364			2008			de	Rennes	51048	12/09/2017				Conseiller municipal
95064M	M.	Rocard	Michel	ANCIEN	10188				02/07/2016	2016		Conflans-Sainte-Honorine	3358			02/07/2016	2016	Conseiller municipal
89039X	M.	Rocca Serra	Jacques	ANCIEN	600						de 	Marseille	600					Conseiller municipal
59558B	M.	Roger	Jean	ANCIEN	10189				18/06/2011	2011		Saint-Sardos	3359			18/06/2011	2011	Maire
07002G	Mme	Roger-Coupin	Maryse	ANCIEN	11222						d'	Angres	11161					Maire
07002G	Mme	Roger-Coupin	Maryse	ANCIEN	11222						d'	Angres	11162					Conseiller municipal
59312E	M.	Romani	Roger	ANCIEN	11878					2001	de	Paris	11683				2001	Adjoint au maire
11046L	M.	Rome	Yves	ANCIEN	12319			1977	01/09/2014		de	Bailleul-sur-Thérain	12387		1977		1989	Conseiller municipal
11046L	M.	Rome	Yves	ANCIEN	12319			1977	01/09/2014		de	Bailleul-sur-Thérain	12389		1989		2004	Maire
11046L	M.	Rome	Yves	ANCIEN	12319			1977	01/09/2014		de	Bailleul-sur-Thérain	12394		2005	01/09/2014		Premier adjoint au maire
58638V	M.	Rosette	Marcel	ANCIEN	10190				19/11/2005	2005		Vitry	3360			19/11/2005	2005	Conseiller municipal
11045K	Mme	Rossignol	Laurence	ACTIF	12779		18/03/2001		05/11/2011		de	Compiègne	12909	18/03/2001		05/11/2011		Conseiller municipal
58929E	M.	Roudier	Roger	ANCIEN	10191				04/03/2002	2002		Razac-sur-l'Isle	3361			04/03/2002	2002	Maire
80039J	M.	Roujas	Gérard	ANCIEN	6252		11/03/2001	2001			de	Peyssies	2676	11/03/2001	2001			Conseiller municipal
000443	M.	Roujon	Jules	ANCIEN	10192				26/05/1985	1985		Marvejols	3362			26/05/1985	1985	Maire
95065N	M.	Rouquet	René	ANCIEN	10193							Alfortville	3363					Maire
16431B	M.	Roustan	Max	ANCIEN	51359	11/03/2001	11/03/2001				d'	Alès	50543	11/03/2001				Maire
80040B	M.	Rouvière	André	ANCIEN	641				11/03/2001	2001	de 	Bessèges	641			11/03/2001	2001	Maire
14107H	M.	Roux	Jean-Yves	ACTIF	13939			1995		2010	du	Brusquet	13382		1995		2000	Adjoint au maire
14107H	M.	Roux	Jean-Yves	ACTIF	13939			1995		2010	du	Brusquet	13386		2001		2010	Maire
01029S	Mme	Rozier	Janine	ANCIEN	6566			1971		2001	d'	Ormes	3027		1971		2001	Maire
000505	M.	Rudloff	Marcel	ANCIEN	10194							Strasbourg	3364					Conseiller municipal
19619A	Mme	Saint-Pé	Denise	ACTIF	51147	13/03/1983	13/03/1983		01/04/2004		d'	Abitain	50401	13/03/1983		01/04/2004		Maire
000453	M.	Sallenave	Pierre	ANCIEN	10195							<commune indéterminée>	3365					Conseiller municipal
000564	M.	Salvi	Pierre	ANCIEN	10196							Viarmes	3366					Maire
01036R	Mme	San Vicente-Baudrin	Michèle	ANCIEN	6451		25/03/2001				d'	Annay-sous-Lens	2959	25/03/2001				Maire
57752S	M.	Sanglier	Jacques	ANCIEN	10197				03/03/2014	2014		Paris	3367			03/03/2014	2014	Conseiller municipal
01019Q	M.	Saugey	Bernard	ANCIEN	6544			1971		1995	de	Saint-Just-Chaleyssin	3004		1971		1995	Maire
89040Q	M.	Saunier	Claude	ANCIEN	620				11/03/2001	2001	de 	Saint-Brieuc	620		1983	11/03/2001	2001	Maire
89040Q	M.	Saunier	Claude	ANCIEN	620				11/03/2001	2001	de 	Saint-Brieuc	10831		1971		1983	Adjoint au maire
89040Q	M.	Saunier	Claude	ANCIEN	6222		18/03/2001	2001	21/03/2008	2008	de	Saint-Brieuc	2561	18/03/2001	2001	21/03/2008		Conseiller municipal
19421M	M.	Saury	Hugues	ACTIF	50882		18/03/2001		20/10/2017		d'	Olivet	50182	18/03/2001		28/03/2015		Maire
19421M	M.	Saury	Hugues	ACTIF	50882		18/03/2001		20/10/2017		d'	Olivet	50432	29/03/2015		20/10/2017		Conseiller municipal
11097X	M.	Savary	René-Paul	ACTIF	12552		13/03/1983		12/11/1996		de	Sézanne	12802	13/03/1983		12/11/1996		Conseiller municipal
11043H	M.	Savin	Michel	ACTIF	12489		18/06/1995				de	Domène	12694	18/06/1995		16/10/2017		Maire
11043H	M.	Savin	Michel	ACTIF	12489		18/06/1995				de	Domène	50821	17/10/2017				Conseiller municipal
04045F	Mme	Schillinger	Patricia	ACTIF	10830			2001	31/03/2014		d'	Hégenheim	10889		2001	15/03/2008	2008	Adjoint au maire
04045F	Mme	Schillinger	Patricia	ACTIF	10830			2001	31/03/2014		d'	Hégenheim	11276	15/03/2008	2008	31/03/2014	2014	Maire
58662V	M.	Schmaus	Guy	ANCIEN	10198							Clichy	3368					Conseiller municipal
58352J	M.	Schmitt	Robert	ANCIEN	10199				06/12/2003	2003		<commune indéterminée>	3369			06/12/2003	2003	Maire
04018C	M.	Schmitz	Alain	ACTIF	10701			1983	07/06/2004		de	Versailles	10768		1983	07/06/2004	2004	Adjoint au maire
93005R	M.	Schosteck	Jean-Pierre	ANCIEN	650				11/03/2001	2001	de 	Châtillon	650			11/03/2001	2001	Maire
93005R	M.	Schosteck	Jean-Pierre	ANCIEN	6088		11/03/2001	2001			de 	Châtillon	2395	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
93005R	M.	Schosteck	Jean-Pierre	ANCIEN	6088		11/03/2001	2001			de 	Châtillon	2621	17/03/2001	2001			Maire
08054Y	Mme	Schurch	Mireille	ANCIEN	11807		01/03/1995		31/03/2014		de	Lignerolles	11650	01/03/1995	1995	31/03/2014		Maire
59307H	M.	Schwint	Robert	ANCIEN	10200				24/01/2011	2011		Besançon	3370			24/01/2011	2011	Maire
19762G	M.	Segouin	Vincent	ACTIF	51605		16/03/2008		10/07/2018		de	Bellême	51072	16/03/2008		10/07/2018		Maire
89041R	M.	Seillier	Bernard	ANCIEN	595			1995	11/03/2001	2001	de 	Séverac-le-Château	595		1995	11/03/2001	2001	Maire
89041R	M.	Seillier	Bernard	ANCIEN	6138		11/03/2001	2001	21/03/2008		de	Séverac-le-Château	2440	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
89041R	M.	Seillier	Bernard	ANCIEN	6138		11/03/2001	2001	21/03/2008		de	Séverac-le-Château	2696	17/03/2001	2001	21/03/2008		Maire
58933A	M.	Sempe	Abel	ANCIEN	10201				22/02/2006	2006		Aignan	3371			22/02/2006	2006	Conseiller municipal
000440	M.	Seramy	Paul	ANCIEN	10202							Fontainebleau	3372					Maire
92043T	M.	Sergent	Michel	ANCIEN	713				11/03/2001	2001	de 	Desvres	713			11/03/2001	2001	Maire
92043T	M.	Sergent	Michel	ANCIEN	6157		11/03/2001	2001			de	Desvres	2458	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
92043T	M.	Sergent	Michel	ANCIEN	6157		11/03/2001	2001			de	Desvres	2677	17/03/2001	2001		2005	Maire
92043T	M.	Sergent	Michel	ANCIEN	6157		11/03/2001	2001			de	Desvres	11288	21/03/2008				Conseiller municipal
01058X	M.	Sido	Bruno	ACTIF	6592			1995		2001	de	Saint-Blin	3063		1995		1996	Conseiller municipal
01058X	M.	Sido	Bruno	ACTIF	6592			1995		2001	de	Saint-Blin	11740		1996		2001	Maire
04101V	M.	Siffre	Jacques	ANCIEN	11113			1977		1998	d'	Istres	11098		1977		1998	Maire
86053H	M.	Signé	René-Pierre	ANCIEN	693				11/03/2001	2001	de 	Château-Chinon	693			11/03/2001	2001	Maire
86053H	M.	Signé	René-Pierre	ANCIEN	6158		11/03/2001	2001	16/03/2008	2008	de	Château-Chinon	2459	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
86053H	M.	Signé	René-Pierre	ANCIEN	6158		11/03/2001	2001	16/03/2008	2008	de	Château-Chinon	2679	17/03/2001	2001	16/03/2008	2008	Maire
04069P	Mme	Sittler	Esther	ACTIF	10918						de	Herbsheim	10942			01/07/2019		Maire
04069P	Mme	Sittler	Esther	ACTIF	10918						de	Herbsheim	51290	02/07/2019				Conseiller municipal
11071M	M.	Soilihi	Abdourahamane	ANCIEN	12544		16/03/2008		31/03/2014		de	Mamoudzou (Mayotte)	12782	16/03/2008		31/03/2014		Maire
19703U	M.	Sol	Jean	ACTIF	51330		19/03/1989		31/10/2017		de	Bompas	50509	19/03/1989		31/10/2017		Conseiller municipal
000279	M.	Soldani	Edouard	ANCIEN	10203							Draguignan	3373					Conseiller municipal
19713W	Mme	Sollogoub	Nadia	ACTIF	51344	16/03/2008	16/03/2008				de	Neuvy-sur-Loire	50524	16/03/2008		23/10/2017		Maire
19713W	Mme	Sollogoub	Nadia	ACTIF	51344	16/03/2008	16/03/2008				de	Neuvy-sur-Loire	50851	24/10/2017				Conseiller municipal
000452	M.	Sordel	Michel	ANCIEN	10204				23/02/1994	1994		Chatillon-sur-Seine	3374			23/02/1994	1994	Conseiller municipal
81001X	M.	Soucaret	Raymond	ANCIEN	675				11/03/2001	2001	de 	Francescas	675			11/03/2001	2001	Maire
81001X	M.	Soucaret	Raymond	ANCIEN	6040		11/03/2001	2001	08/06/2014	2014	de	Francescas	2339	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
81001X	M.	Soucaret	Raymond	ANCIEN	6040		11/03/2001	2001	08/06/2014	2014	de	Francescas	2701	17/03/2001	2001	08/06/2014	2014	Maire
59247N	M.	Souffrin	Paul	ANCIEN	10205							Thionville	3375					Maire
01050P	M.	Soulage	Daniel	ANCIEN	6498			1983	16/03/2008	2008	de	Monflanquin	2976		1983	16/03/2008		Maire
83054V	M.	Souplet	Michel	ANCIEN	704				11/03/2001	2001	de 	Chevrières	704			11/03/2001	2001	Adjoint au maire
83054V	M.	Souplet	Michel	ANCIEN	6177		11/03/2001	2001			de	Chevrières	2475	11/03/2001	2001	25/03/2001	2001	Conseiller municipal
83054V	M.	Souplet	Michel	ANCIEN	6177		11/03/2001	2001			de	Chevrières	2801	25/03/2001	2001			Adjoint au maire
80041C	M.	Souvet	Louis	ANCIEN	626			2001		2008	de 	Montbéliard	626	18/03/2001		21/03/2008	2008	Maire
80041C	M.	Souvet	Louis	ANCIEN	6223		18/03/2001	2001			de	Montbéliard	2562	18/03/2001	2001	25/03/2001	2001	Conseiller municipal
80041C	M.	Souvet	Louis	ANCIEN	6223		18/03/2001	2001			de	Montbéliard	11259		2008			Conseiller municipal
000330	M.	Spenale	Georges	ANCIEN	10206							<commune indéterminée>	3376					Conseiller municipal
01028R	M.	Sueur	Jean-Pierre	ACTIF	6430			1989		2008	d'	Orléans	2948		1989	11/03/2001	2001	Maire
01028R	M.	Sueur	Jean-Pierre	ACTIF	6430			1989		2008	d'	Orléans	3062	11/03/2001	2001		2008	Conseiller municipal
59560U	M.	Taittinger	Pierre-Christian	ANCIEN	10207				27/09/2009	2009		Paris	3377			27/09/2009	2009	Conseiller de Paris
000592	M.	Tajan	Pierre	ANCIEN	10208							Fabas	3378					Maire
58950B	M.	Tarcy	Raymond	ANCIEN	10209				03/07/2019			Saint-Laurent du Maroni	3379			03/07/2019		Conseiller municipal
89009R	M.	Taugourdeau	Martial	ANCIEN	635				11/03/2001	2001	de 	Tremblay-les-Villages	635			11/03/2001	2001	Maire
89009R	M.	Taugourdeau	Martial	ANCIEN	6156		11/03/2001	2001	14/10/2001	2001	de	Tremblay-les-Villages	2457	11/03/2001	2001	14/10/2001	2001	Conseiller municipal
19669L	M.	Temal	Rachid	ACTIF	51190	18/06/1995	18/06/1995				de	Taverny	50426	18/06/1995		17/03/2001		Conseiller municipal
19669L	M.	Temal	Rachid	ACTIF	51190	18/06/1995	18/06/1995				de	Taverny	50427	18/03/2001		16/03/2008		Adjoint au maire
19669L	M.	Temal	Rachid	ACTIF	51190	18/06/1995	18/06/1995				de	Taverny	50431	30/03/2014				Conseiller municipal
97005J	Mme	Terrade	Odette	ANCIEN	771				11/03/2001	2001	d'	Orly	771			11/03/2001	2001	Conseiller municipal
97005J	Mme	Terrade	Odette	ANCIEN	771				11/03/2001	2001	d'	Orly	11741		1983		1989	Adjoint au maire
97005J	Mme	Terrade	Odette	ANCIEN	6256		18/03/2001				d'	Orly	2710	18/03/2001				Conseiller municipal
98037W	M.	Teston	Michel	ANCIEN	5149			1983	11/03/2001	2001	d'	Antraigues sur Volane	2071			11/03/2001	2001	Conseiller municipal
14275Y	Mme	Tetuanui	Lana	ACTIF	15197	30/03/2014	01/04/2014		02/06/2015		de 	Tehurui	13800	01/04/2014		02/06/2015		Maire délégué
14275Y	Mme	Tetuanui	Lana	ACTIF	15197	30/03/2014	01/04/2014		02/06/2015		de 	Tehurui	50818	13/11/2017				Conseiller municipal
08046Y	M.	Teulade	René	ANCIEN	11670			1989	13/02/2014		d'	Argentat	11539		1989			Maire
03002P	M.	Texier	Yannick	ANCIEN	10538				18/03/2008	2008	de	Sixt-sur-Aff	3626		1977		1983	Conseiller municipal
03002P	M.	Texier	Yannick	ANCIEN	10538				18/03/2008	2008	de	Sixt-sur-Aff	3627		1983		1995	Adjoint au maire
03002P	M.	Texier	Yannick	ANCIEN	10538				18/03/2008	2008	de	Sixt-sur-Aff	3628	16/06/1995	1995	18/03/2008	2008	Maire
19301E	M.	Théophile	Dominique	ACTIF	50893	30/03/2014	30/03/2014		06/10/2017		des	Abymes	50195	30/03/2014		06/10/2017		Adjoint au maire
01039U	M.	Thiollière	Michel	ANCIEN	6461		16/05/1994	1994			de	Saint-Etienne	2963	16/05/1994	1994	21/03/2008	2008	Maire
01039U	M.	Thiollière	Michel	ANCIEN	6461		16/05/1994	1994			de	Saint-Etienne	11258	21/03/2008	2008			Conseiller municipal
01039U	M.	Thiollière	Michel	ANCIEN	6461		16/05/1994	1994			de	Saint-Etienne	11383	13/03/1983	1983	16/05/1994	1994	Adjoint au maire
19413M	M.	Tissot	Jean-Claude	ACTIF	50872		16/03/2008				de	Saint-Marcel-de-Félines	50171	16/03/2008		06/10/2017		Maire
19413M	M.	Tissot	Jean-Claude	ACTIF	50872		16/03/2008				de	Saint-Marcel-de-Félines	51006	07/10/2017				Conseiller municipal
14051J	Mme	Tocqueville	Nelly	ACTIF	14025		01/03/1995				de	Saint-Pierre-de-Manneville	13489	17/03/2014		07/04/2017		Maire
14051J	Mme	Tocqueville	Nelly	ACTIF	14025		01/03/1995				de	Saint-Pierre-de-Manneville	13616	01/03/1995		30/03/1998		Conseiller municipal
14051J	Mme	Tocqueville	Nelly	ACTIF	14025		01/03/1995				de	Saint-Pierre-de-Manneville	49337	08/04/2017				Conseiller municipal
01062T	M.	Todeschini	Jean-Marc	ACTIF	6588			1983			de	Talange	3054		1983	31/03/2014		Adjoint au maire
01062T	M.	Todeschini	Jean-Marc	ACTIF	6588			1983			de	Talange	13171	01/04/2014				Conseiller municipal
000595	M.	Toutain	Jacques	ANCIEN	10210							Jouy-en-Josas	3380					Maire
86047K	M.	Trégouët	René	ANCIEN	6190		11/03/2001	2001			de	Les Halles	2487	11/03/2001	2001			Conseiller municipal
98012M	M.	Trémel	Pierre-Yvon	ANCIEN	5044			1971	11/03/2001	2001	de 	Cavan	2016			11/03/2001	2001	Maire
98012M	M.	Trémel	Pierre-Yvon	ANCIEN	6139		11/03/2001	2001	29/06/2006	2006	de	Cavan	2441	11/03/2001	2001	24/03/2001	2001	Conseiller municipal
98012M	M.	Trémel	Pierre-Yvon	ANCIEN	6139		11/03/2001	2001	29/06/2006	2006	de	Cavan	2730	24/03/2001	2001	29/06/2006	2006	Maire
01056V	M.	Trillard	André	ANCIEN	6578			1977	21/03/2008	2008	de	Saint-Gildas-des-Bois	3040		1977		1983	Adjoint au maire
01056V	M.	Trillard	André	ANCIEN	6578			1977	21/03/2008	2008	de	Saint-Gildas-des-Bois	3041		1983	18/03/2001	2001	Maire
01056V	M.	Trillard	André	ANCIEN	6578			1977	21/03/2008	2008	de	Saint-Gildas-des-Bois	3064	18/03/2001	2001	21/03/2008	2008	Adjoint au maire
01056V	M.	Trillard	André	ANCIEN	11347		21/03/2008	2008			de	Saint-Gildas-des-Bois	11316	21/03/2008	2008			Maire
04044E	Mme	Troendlé	Catherine	ACTIF	10821		21/03/2001				de	Ranspach-le-Bas	10886	21/03/2001	2001	30/10/2017		Maire
04044E	Mme	Troendlé	Catherine	ACTIF	10821		21/03/2001				de	Ranspach-le-Bas	50738	31/10/2017				Conseiller municipal
06004E	M.	Tropeano	Robert	ANCIEN	11194		01/04/1965				de	Saint-Chinian	11133	01/04/1965	1965	31/03/1969	1969	Conseiller municipal
06004E	M.	Tropeano	Robert	ANCIEN	11194		01/04/1965				de	Saint-Chinian	11134	01/04/1969	1969	31/03/1983	1983	Adjoint au maire
06004E	M.	Tropeano	Robert	ANCIEN	11194		01/04/1965				de	Saint-Chinian	11135	01/04/1983	1983	31/03/2014		Maire
06004E	M.	Tropeano	Robert	ANCIEN	11194		01/04/1965				de	Saint-Chinian	13172	01/04/2014				Conseiller municipal
86049M	M.	Trucy	François	ANCIEN	11370		21/03/1971	1971	14/06/1996	1996	de 	Toulon	11334	21/03/1971	1971		1982	Conseiller municipal
86049M	M.	Trucy	François	ANCIEN	11370		21/03/1971	1971	14/06/1996	1996	de 	Toulon	11335	03/10/1985	1985	18/06/1995	1995	Maire
86049M	M.	Trucy	François	ANCIEN	11370		21/03/1971	1971	14/06/1996	1996	de 	Toulon	11336	18/06/1995	1995	14/06/1996	1996	Conseiller municipal
86049M	M.	Trucy	François	ANCIEN	11370		21/03/1971	1971	14/06/1996	1996	de 	Toulon	11340		1982	03/10/1985	1985	Adjoint au maire
08071A	M.	Tuheiava	Richard	ANCIEN	11815				17/07/2013		d'	Arue	11656			17/07/2013		Conseiller municipal
92044U	M.	Türk	Alex	ANCIEN	6273		18/03/2001	2001	01/01/2003	2003	de	Lille	2735	18/03/2001	2001	01/01/2003	2003	Conseiller municipal
59250H	M.	Ukeiwe	Dick	ANCIEN	10211				03/09/2013	2013		Dumbea	3381			03/09/2013	2013	Conseiller municipal
12038D	M.	Vairetto	André	ANCIEN	12922			1989			de 	Notre-Dame-des-Millières	13106		1989		2001	Maire
12038D	M.	Vairetto	André	ANCIEN	12922			1989			de 	Notre-Dame-des-Millières	13107		2008			Maire
80046H	M.	Valade	Jacques	ANCIEN	6143		11/03/2001	2001	21/03/2008	2008	de	Bordeaux	2445	11/03/2001	2001		2005	Conseiller municipal
80046H	M.	Valade	Jacques	ANCIEN	6143		11/03/2001	2001	21/03/2008	2008	de	Bordeaux	11120		2005	21/03/2008	2008	Adjoint au maire
80046H	M.	Valade	Jacques	ANCIEN	6143		11/03/2001	2001	21/03/2008	2008	de	Bordeaux	11362	14/03/1971	1971	11/03/2001	2001	Adjoint au maire
08049C	M.	Vall	Raymond	ACTIF	11682			1995			de	Fleurance	11551		1995	15/09/2017		Maire
08049C	M.	Vall	Raymond	ACTIF	11682			1995			de	Fleurance	50819	16/09/2017				Conseiller municipal
89042S	M.	Vallet	André	ANCIEN	599			1989	11/03/2001	2001	de 	Salon-de-Provence	599		1989	11/03/2001	2001	Maire
55510R	M.	Vallin	Camille	ANCIEN	10212				09/08/2009	2009		Givors	3382			09/08/2009	2009	Maire
11041F	M.	Vallini	André	ACTIF	12479		27/06/1986		15/06/2001	2001	de	Tullins	12681	27/06/1986		15/06/2001	2001	Maire
19527W	Mme	Van Heghe	Sabine	ACTIF	50827	18/03/2001	18/03/2001				de	Dourges	50121	18/03/2001		01/10/2017		Adjoint au maire
19527W	Mme	Van Heghe	Sabine	ACTIF	50827	18/03/2001	18/03/2001				de	Dourges	51062	02/10/2017				Conseiller municipal
11037K	M.	Vandierendonck	René	ANCIEN	12500		01/04/1989		31/03/2014		de	Roubaix	12713	28/05/1994		22/03/2012		Maire
11037K	M.	Vandierendonck	René	ANCIEN	12500		01/04/1989		31/03/2014		de	Roubaix	12725	01/04/1989		31/03/1994	1994	Adjoint au maire
11037K	M.	Vandierendonck	René	ANCIEN	12500		01/04/1989		31/03/2014		de	Roubaix	13079	23/03/2012		31/03/2014		Conseiller municipal
01034P	M.	Vanlerenberghe	Jean-Marie	ACTIF	6445			1995			d'	Arras	2955		1995	07/11/2011		Maire
01034P	M.	Vanlerenberghe	Jean-Marie	ACTIF	6445			1995			d'	Arras	13063	08/11/2011				Conseiller municipal
01023L	M.	Vantomme	André	ANCIEN	6409			1983	08/12/2001	2001	de	Clermont	2938		1982	08/12/2001	2001	Maire
14157T	M.	Vaspart	Michel	ACTIF	13997		02/04/1992		15/09/2016		de	Pleudihen-sur-Rance	13454	02/04/1992		15/09/2016		Maire
92045V	M.	Vasselle	Alain	ANCIEN	702				11/03/2001	2001	d'	Oursel-Maison	702			11/03/2001	2001	Maire
92045V	M.	Vasselle	Alain	ANCIEN	6041		11/03/2001	2001			d'	Oursel-Maison	2340	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
92045V	M.	Vasselle	Alain	ANCIEN	6041		11/03/2001	2001			d'	Oursel-Maison	2623	17/03/2001	2001			Maire
11066Q	M.	Vaugrenard	Yannick	ACTIF	12508			1977		1989	de	Trignac	12729		1977		1989	Adjoint au maire
